source,target,relation,status
WorkPackage,SystemSoftware,Realization,allow
WorkPackage,SystemSoftware,Serving,deny
WorkPackage,SystemSoftware,Access,deny
WorkPackage,SystemSoftware,Influence,deny
WorkPackage,SystemSoftware,Triggering,warn
WorkPackage,SystemSoftware,Flow,warn
WorkPackage,SystemSoftware,Specialization,deny
WorkPackage,SystemSoftware,Association,allow
WorkPackage,TechnologyCollaboration,Composition,warn
WorkPackage,TechnologyCollaboration,Aggregation,warn
WorkPackage,TechnologyCollaboration,Assignment,deny
WorkPackage,TechnologyCollaboration,Realization,allow
WorkPackage,TechnologyCollaboration,Serving,deny
WorkPackage,TechnologyCollaboration,Access,deny
WorkPackage,TechnologyCollaboration,Influence,deny
WorkPackage,TechnologyCollaboration,Triggering,warn
WorkPackage,TechnologyCollaboration,Flow,warn
WorkPackage,TechnologyCollaboration,Specialization,deny
WorkPackage,TechnologyCollaboration,Association,allow
WorkPackage,TechnologyInterface,Composition,warn
WorkPackage,TechnologyInterface,Aggregation,warn
WorkPackage,TechnologyInterface,Assignment,deny
WorkPackage,TechnologyInterface,Realization,allow
WorkPackage,TechnologyInterface,Serving,deny
WorkPackage,TechnologyInterface,Access,deny
WorkPackage,TechnologyInterface,Influence,deny
WorkPackage,TechnologyInterface,Triggering,warn
WorkPackage,TechnologyInterface,Flow,warn
WorkPackage,TechnologyInterface,Specialization,deny
WorkPackage,TechnologyInterface,Association,allow
WorkPackage,Path,Composition,warn
WorkPackage,Path,Aggregation,warn
WorkPackage,Path,Assignment,deny
WorkPackage,Path,Realization,allow
WorkPackage,Path,Serving,deny
WorkPackage,Path,Access,deny
WorkPackage,Path,Influence,deny
WorkPackage,Path,Triggering,warn
WorkPackage,Path,Flow,warn
WorkPackage,Path,Specialization,deny
WorkPackage,Path,Association,allow
WorkPackage,CommunicationNetwork,Composition,warn
WorkPackage,CommunicationNetwork,Aggregation,warn
WorkPackage,CommunicationNetwork,Assignment,deny
WorkPackage,CommunicationNetwork,Realization,allow
WorkPackage,CommunicationNetwork,Serving,deny
WorkPackage,CommunicationNetwork,Access,deny
WorkPackage,CommunicationNetwork,Influence,deny
WorkPackage,CommunicationNetwork,Triggering,warn
WorkPackage,CommunicationNetwork,Flow,warn
WorkPackage,CommunicationNetwork,Specialization,deny
WorkPackage,CommunicationNetwork,Association,allow
WorkPackage,TechnologyFunction,Composition,warn
WorkPackage,TechnologyFunction,Aggregation,warn
WorkPackage,TechnologyFunction,Assignment,deny
WorkPackage,TechnologyFunction,Realization,allow
WorkPackage,TechnologyFunction,Serving,deny
WorkPackage,TechnologyFunction,Access,deny
WorkPackage,TechnologyFunction,Influence,deny
WorkPackage,TechnologyFunction,Triggering,warn
WorkPackage,TechnologyFunction,Flow,warn
WorkPackage,TechnologyFunction,Specialization,deny
WorkPackage,TechnologyFunction,Association,allow
WorkPackage,TechnologyProcess,Composition,warn
WorkPackage,TechnologyProcess,Aggregation,warn
WorkPackage,TechnologyProcess,Assignment,deny
WorkPackage,TechnologyProcess,Realization,allow
WorkPackage,TechnologyProcess,Serving,deny
WorkPackage,TechnologyProcess,Access,deny
WorkPackage,TechnologyProcess,Influence,deny
WorkPackage,TechnologyProcess,Triggering,warn
WorkPackage,TechnologyProcess,Flow,warn
WorkPackage,TechnologyProcess,Specialization,deny
WorkPackage,TechnologyProcess,Association,allow
WorkPackage,TechnologyInteraction,Composition,warn
WorkPackage,TechnologyInteraction,Aggregation,warn
WorkPackage,TechnologyInteraction,Assignment,deny
WorkPackage,TechnologyInteraction,Realization,allow
WorkPackage,TechnologyInteraction,Serving,deny
WorkPackage,TechnologyInteraction,Access,deny
WorkPackage,TechnologyInteraction,Influence,deny
WorkPackage,TechnologyInteraction,Triggering,warn
WorkPackage,TechnologyInteraction,Flow,warn
WorkPackage,TechnologyInteraction,Specialization,deny
WorkPackage,TechnologyInteraction,Association,allow
WorkPackage,TechnologyEvent,Composition,warn
WorkPackage,TechnologyEvent,Aggregation,warn
WorkPackage,TechnologyEvent,Assignment,deny
WorkPackage,TechnologyEvent,Realization,deny
WorkPackage,TechnologyEvent,Serving,deny
WorkPackage,TechnologyEvent,Access,deny
WorkPackage,TechnologyEvent,Influence,deny
WorkPackage,TechnologyEvent,Triggering,warn
WorkPackage,TechnologyEvent,Flow,warn
WorkPackage,TechnologyEvent,Specialization,deny
WorkPackage,TechnologyEvent,Association,allow
WorkPackage,TechnologyService,Composition,warn
WorkPackage,TechnologyService,Aggregation,warn
WorkPackage,TechnologyService,Assignment,deny
WorkPackage,TechnologyService,Realization,allow
WorkPackage,TechnologyService,Serving,deny
WorkPackage,TechnologyService,Access,deny
WorkPackage,TechnologyService,Influence,deny
WorkPackage,TechnologyService,Triggering,warn
WorkPackage,TechnologyService,Flow,warn
WorkPackage,TechnologyService,Specialization,deny
WorkPackage,TechnologyService,Association,allow
WorkPackage,Artifact,Composition,warn
WorkPackage,Artifact,Aggregation,warn
WorkPackage,Artifact,Assignment,deny
WorkPackage,Artifact,Realization,deny
WorkPackage,Artifact,Serving,deny
WorkPackage,Artifact,Access,deny
WorkPackage,Artifact,Influence,deny
WorkPackage,Artifact,Triggering,deny
WorkPackage,Artifact,Flow,deny
WorkPackage,Artifact,Specialization,deny
WorkPackage,Artifact,Association,allow
WorkPackage,Equipment,Composition,warn
WorkPackage,Equipment,Aggregation,warn
WorkPackage,Equipment,Assignment,deny
WorkPackage,Equipment,Realization,allow
WorkPackage,Equipment,Serving,deny
WorkPackage,Equipment,Access,deny
WorkPackage,Equipment,Influence,deny
WorkPackage,Equipment,Triggering,warn
WorkPackage,Equipment,Flow,warn
WorkPackage,Equipment,Specialization,deny
WorkPackage,Equipment,Association,allow
WorkPackage,Facility,Composition,warn
WorkPackage,Facility,Aggregation,warn
WorkPackage,Facility,Assignment,deny
WorkPackage,Facility,Realization,allow
WorkPackage,Facility,Serving,deny
WorkPackage,Facility,Access,deny
WorkPackage,Facility,Influence,deny
WorkPackage,Facility,Triggering,warn
WorkPackage,Facility,Flow,warn
WorkPackage,Facility,Specialization,deny
WorkPackage,Facility,Association,allow
WorkPackage,DistributionNetwork,Composition,warn
WorkPackage,DistributionNetwork,Aggregation,warn
WorkPackage,DistributionNetwork,Assignment,deny
WorkPackage,DistributionNetwork,Realization,allow
WorkPackage,DistributionNetwork,Serving,deny
WorkPackage,DistributionNetwork,Access,deny
WorkPackage,DistributionNetwork,Influence,deny
WorkPackage,DistributionNetwork,Triggering,warn
WorkPackage,DistributionNetwork,Flow,warn
WorkPackage,DistributionNetwork,Specialization,deny
WorkPackage,DistributionNetwork,Association,allow
WorkPackage,Material,Composition,warn
WorkPackage,Material,Aggregation,warn
WorkPackage,Material,Assignment,deny
WorkPackage,Material,Realization,deny
WorkPackage,Material,Serving,deny
WorkPackage,Material,Access,deny
WorkPackage,Material,Influence,deny
WorkPackage,Material,Triggering,deny
WorkPackage,Material,Flow,deny
WorkPackage,Material,Specialization,deny
WorkPackage,Material,Association,allow
WorkPackage,WorkPackage,Composition,allow
WorkPackage,WorkPackage,Aggregation,allow
WorkPackage,WorkPackage,Assignment,deny
WorkPackage,WorkPackage,Realization,allow
WorkPackage,WorkPackage,Serving,deny
WorkPackage,WorkPackage,Access,deny
WorkPackage,WorkPackage,Influence,deny
WorkPackage,WorkPackage,Triggering,warn
WorkPackage,WorkPackage,Flow,warn
WorkPackage,WorkPackage,Specialization,allow
WorkPackage,WorkPackage,Association,allow
WorkPackage,Deliverable,Composition,warn
WorkPackage,Deliverable,Aggregation,warn
WorkPackage,Deliverable,Assignment,deny
WorkPackage,Deliverable,Realization,allow
WorkPackage,Deliverable,Serving,deny
WorkPackage,Deliverable,Access,deny
WorkPackage,Deliverable,Influence,deny
WorkPackage,Deliverable,Triggering,warn
WorkPackage,Deliverable,Flow,warn
WorkPackage,Deliverable,Specialization,deny
WorkPackage,Deliverable,Association,allow
WorkPackage,ImplementationEvent,Composition,warn
WorkPackage,ImplementationEvent,Aggregation,warn
WorkPackage,ImplementationEvent,Assignment,deny
WorkPackage,ImplementationEvent,Realization,allow
WorkPackage,ImplementationEvent,Serving,deny
WorkPackage,ImplementationEvent,Access,deny
WorkPackage,ImplementationEvent,Influence,deny
WorkPackage,ImplementationEvent,Triggering,warn
WorkPackage,ImplementationEvent,Flow,warn
WorkPackage,ImplementationEvent,Specialization,deny
WorkPackage,ImplementationEvent,Association,allow
WorkPackage,Plateau,Composition,warn
WorkPackage,Plateau,Aggregation,warn
WorkPackage,Plateau,Assignment,deny
WorkPackage,Plateau,Realization,allow
WorkPackage,Plateau,Serving,deny
WorkPackage,Plateau,Access,deny
WorkPackage,Plateau,Influence,deny
WorkPackage,Plateau,Triggering,warn
WorkPackage,Plateau,Flow,warn
WorkPackage,Plateau,Specialization,deny
WorkPackage,Plateau,Association,allow
WorkPackage,Gap,Composition,warn
WorkPackage,Gap,Aggregation,warn
WorkPackage,Gap,Assignment,deny
WorkPackage,Gap,Realization,allow
WorkPackage,Gap,Serving,deny
WorkPackage,Gap,Access,deny
WorkPackage,Gap,Influence,deny
WorkPackage,Gap,Triggering,warn
WorkPackage,Gap,Flow,warn
WorkPackage,Gap,Specialization,deny
WorkPackage,Gap,Association,allow
WorkPackage,Location,Composition,warn
WorkPackage,Location,Aggregation,warn
WorkPackage,Location,Assignment,deny
WorkPackage,Location,Realization,deny
WorkPackage,Location,Serving,deny
WorkPackage,Location,Access,deny
WorkPackage,Location,Influence,deny
WorkPackage,Location,Triggering,deny
WorkPackage,Location,Flow,deny
WorkPackage,Location,Specialization,deny
WorkPackage,Location,Association,allow
WorkPackage,Grouping,Composition,warn
WorkPackage,Grouping,Aggregation,warn
WorkPackage,Grouping,Assignment,deny
WorkPackage,Grouping,Realization,deny
WorkPackage,Grouping,Serving,deny
WorkPackage,Grouping,Access,deny
WorkPackage,Grouping,Influence,deny
WorkPackage,Grouping,Triggering,deny
WorkPackage,Grouping,Flow,deny
WorkPackage,Grouping,Specialization,deny
WorkPackage,Grouping,Association,allow
Deliverable,Stakeholder,Composition,deny
Deliverable,Stakeholder,Aggregation,deny
Deliverable,Stakeholder,Assignment,deny
Deliverable,Stakeholder,Realization,deny
Deliverable,Stakeholder,Serving,deny
Deliverable,Stakeholder,Access,deny
Deliverable,Stakeholder,Influence,allow
Deliverable,Stakeholder,Triggering,deny
Deliverable,Stakeholder,Flow,deny
Deliverable,Stakeholder,Specialization,deny
Deliverable,Stakeholder,Association,allow
Deliverable,Driver,Composition,deny
Deliverable,Driver,Aggregation,deny
Deliverable,Driver,Assignment,deny
Deliverable,Driver,Realization,deny
Deliverable,Driver,Serving,deny
Deliverable,Driver,Access,deny
Deliverable,Driver,Influence,allow
Deliverable,Driver,Triggering,deny
Deliverable,Driver,Flow,deny
Deliverable,Driver,Specialization,deny
Deliverable,Driver,Association,allow
Deliverable,Assessment,Composition,deny
Deliverable,Assessment,Aggregation,deny
Deliverable,Assessment,Assignment,deny
Deliverable,Assessment,Realization,deny
Deliverable,Assessment,Serving,deny
Deliverable,Assessment,Access,deny
Deliverable,Assessment,Influence,allow
Deliverable,Assessment,Triggering,deny
Deliverable,Assessment,Flow,deny
Deliverable,Assessment,Specialization,deny
Deliverable,Assessment,Association,allow
Deliverable,Goal,Composition,deny
Deliverable,Goal,Aggregation,deny
Deliverable,Goal,Assignment,deny
Deliverable,Goal,Realization,deny
Deliverable,Goal,Serving,deny
Deliverable,Goal,Access,deny
Deliverable,Goal,Influence,allow
Deliverable,Goal,Triggering,deny
Deliverable,Goal,Flow,deny
Deliverable,Goal,Specialization,deny
Deliverable,Goal,Association,allow
Deliverable,Outcome,Composition,deny
Deliverable,Outcome,Aggregation,deny
Deliverable,Outcome,Assignment,deny
Deliverable,Outcome,Realization,allow
Deliverable,Outcome,Serving,deny
Deliverable,Outcome,Access,deny
Deliverable,Outcome,Influence,allow
Deliverable,Outcome,Triggering,deny
Deliverable,Outcome,Flow,deny
Deliverable,Outcome,Specialization,deny
Deliverable,Outcome,Association,allow
Deliverable,Principle,Composition,deny
Deliverable,Principle,Aggregation,deny
Deliverable,Principle,Assignment,deny
Deliverable,Principle,Realization,allow
Deliverable,Principle,Serving,deny
Deliverable,Principle,Access,deny
Deliverable,Principle,Influence,allow
Deliverable,Principle,Triggering,deny
Deliverable,Principle,Flow,deny
Deliverable,Principle,Specialization,deny
Deliverable,Principle,Association,allow
Deliverable,Requirement,Composition,deny
Deliverable,Requirement,Aggregation,deny
Deliverable,Requirement,Assignment,deny
Deliverable,Requirement,Realization,allow
Deliverable,Requirement,Serving,deny
Deliverable,Requirement,Access,deny
Deliverable,Requirement,Influence,allow
Deliverable,Requirement,Triggering,deny
Deliverable,Requirement,Flow,deny
Deliverable,Requirement,Specialization,deny
Deliverable,Requirement,Association,allow
Deliverable,Constraint,Composition,deny
Deliverable,Constraint,Aggregation,deny
Deliverable,Constraint,Assignment,deny
Deliverable,Constraint,Realization,allow
Deliverable,Constraint,Serving,deny
Deliverable,Constraint,Access,deny
Deliverable,Constraint,Influence,allow
Deliverable,Constraint,Triggering,deny
Deliverable,Constraint,Flow,deny
Deliverable,Constraint,Specialization,deny
Deliverable,Constraint,Association,allow
Deliverable,Meaning,Composition,deny
Deliverable,Meaning,Aggregation,deny
Deliverable,Meaning,Assignment,deny
Deliverable,Meaning,Realization,deny
Deliverable,Meaning,Serving,deny
Deliverable,Meaning,Access,deny
Deliverable,Meaning,Influence,allow
Deliverable,Meaning,Triggering,deny
Deliverable,Meaning,Flow,deny
Deliverable,Meaning,Specialization,deny
Deliverable,Meaning,Association,allow
Deliverable,Value,Composition,deny
Deliverable,Value,Aggregation,deny
Deliverable,Value,Assignment,deny
Deliverable,Value,Realization,allow
Deliverable,Value,Serving,deny
Deliverable,Value,Access,deny
Deliverable,Value,Influence,allow
Deliverable,Value,Triggering,deny
Deliverable,Value,Flow,deny
Deliverable,Value,Specialization,deny
Deliverable,Value,Association,allow
Deliverable,Resource,Composition,warn
Deliverable,Resource,Aggregation,warn
Deliverable,Resource,Assignment,deny
Deliverable,Resource,Realization,allow
Deliverable,Resource,Serving,deny
Deliverable,Resource,Access,deny
Deliverable,Resource,Influence,deny
Deliverable,Resource,Triggering,warn
Deliverable,Resource,Flow,warn
Deliverable,Resource,Specialization,deny
Deliverable,Resource,Association,allow
Deliverable,Capability,Composition,warn
Deliverable,Capability,Aggregation,warn
Deliverable,Capability,Assignment,deny
Deliverable,Capability,Realization,allow
Deliverable,Capability,Serving,deny
Deliverable,Capability,Access,deny
Deliverable,Capability,Influence,deny
Deliverable,Capability,Triggering,warn
Deliverable,Capability,Flow,warn
Deliverable,Capability,Specialization,deny
Deliverable,Capability,Association,allow
Deliverable,CourseOfAction,Composition,warn
Deliverable,CourseOfAction,Aggregation,warn
Deliverable,CourseOfAction,Assignment,deny
Deliverable,CourseOfAction,Realization,allow
Deliverable,CourseOfAction,Serving,deny
Deliverable,CourseOfAction,Access,deny
Deliverable,CourseOfAction,Influence,deny
Deliverable,CourseOfAction,Triggering,warn
Deliverable,CourseOfAction,Flow,warn
Deliverable,CourseOfAction,Specialization,deny
Deliverable,CourseOfAction,Association,allow
Deliverable,ValueStream,Composition,warn
Deliverable,ValueStream,Aggregation,warn
Deliverable,ValueStream,Assignment,deny
Deliverable,ValueStream,Realization,allow
Deliverable,ValueStream,Serving,deny
Deliverable,ValueStream,Access,deny
Deliverable,ValueStream,Influence,deny
Deliverable,ValueStream,Triggering,warn
Deliverable,ValueStream,Flow,warn
Deliverable,ValueStream,Specialization,deny
Deliverable,ValueStream,Association,allow
Deliverable,BusinessActor,Composition,warn
Deliverable,BusinessActor,Aggregation,warn
Deliverable,BusinessActor,Assignment,deny
Deliverable,BusinessActor,Realization,allow
Deliverable,BusinessActor,Serving,deny
Deliverable,BusinessActor,Access,deny
Deliverable,BusinessActor,Influence,deny
Deliverable,BusinessActor,Triggering,warn
Deliverable,BusinessActor,Flow,warn
Deliverable,BusinessActor,Specialization,deny
Deliverable,BusinessActor,Association,allow
Deliverable,BusinessRole,Composition,warn
Deliverable,BusinessRole,Aggregation,warn
Deliverable,BusinessRole,Assignment,deny
Deliverable,BusinessRole,Realization,allow
Deliverable,BusinessRole,Serving,deny
Deliverable,BusinessRole,Access,deny
Deliverable,BusinessRole,Influence,deny
Deliverable,BusinessRole,Triggering,warn
Deliverable,BusinessRole,Flow,warn
Deliverable,BusinessRole,Specialization,deny
Deliverable,BusinessRole,Association,allow
Deliverable,BusinessCollaboration,Composition,warn
Deliverable,BusinessCollaboration,Aggregation,warn
Deliverable,BusinessCollaboration,Assignment,deny
Deliverable,BusinessCollaboration,Realization,allow
Deliverable,BusinessCollaboration,Serving,deny
Deliverable,BusinessCollaboration,Access,deny
Deliverable,BusinessCollaboration,Influence,deny
Deliverable,BusinessCollaboration,Triggering,warn
Deliverable,BusinessCollaboration,Flow,warn
Deliverable,BusinessCollaboration,Specialization,deny
Deliverable,BusinessCollaboration,Association,allow
Deliverable,BusinessInterface,Composition,warn
Deliverable,BusinessInterface,Aggregation,warn
Deliverable,BusinessInterface,Assignment,deny
Deliverable,BusinessInterface,Realization,allow
Deliverable,BusinessInterface,Serving,deny
Deliverable,BusinessInterface,Access,deny
Deliverable,BusinessInterface,Influence,deny
Deliverable,BusinessInterface,Triggering,warn
Deliverable,BusinessInterface,Flow,warn
Deliverable,BusinessInterface,Specialization,deny
Deliverable,BusinessInterface,Association,allow
Deliverable,BusinessProcess,Composition,warn
Deliverable,BusinessProcess,Aggregation,warn
Deliverable,BusinessProcess,Assignment,deny
Deliverable,BusinessProcess,Realization,allow
Deliverable,BusinessProcess,Serving,deny
Deliverable,BusinessProcess,Access,deny
Deliverable,BusinessProcess,Influence,deny
Deliverable,BusinessProcess,Triggering,warn
Deliverable,BusinessProcess,Flow,warn
Deliverable,BusinessProcess,Specialization,deny
Deliverable,BusinessProcess,Association,allow
Deliverable,BusinessFunction,Composition,warn
Deliverable,BusinessFunction,Aggregation,warn
Deliverable,BusinessFunction,Assignment,deny
Deliverable,BusinessFunction,Realization,allow
Deliverable,BusinessFunction,Serving,deny
Deliverable,BusinessFunction,Access,deny
Deliverable,BusinessFunction,Influence,deny
Deliverable,BusinessFunction,Triggering,warn
Deliverable,BusinessFunction,Flow,warn
Deliverable,BusinessFunction,Specialization,deny
Deliverable,BusinessFunction,Association,allow
Deliverable,BusinessInteraction,Composition,warn
Deliverable,BusinessInteraction,Aggregation,warn
Deliverable,BusinessInteraction,Assignment,deny
Deliverable,BusinessInteraction,Realization,allow
Deliverable,BusinessInteraction,Serving,deny
Deliverable,BusinessInteraction,Access,deny
Deliverable,BusinessInteraction,Influence,deny
Deliverable,BusinessInteraction,Triggering,warn
Deliverable,BusinessInteraction,Flow,warn
Deliverable,BusinessInteraction,Specialization,deny
Deliverable,BusinessInteraction,Association,allow
Deliverable,BusinessEvent,Composition,warn
Deliverable,BusinessEvent,Aggregation,warn
Deliverable,BusinessEvent,Assignment,deny
Deliverable,BusinessEvent,Realization,deny
Deliverable,BusinessEvent,Serving,deny
Deliverable,BusinessEvent,Access,deny
Deliverable,BusinessEvent,Influence,deny
Deliverable,BusinessEvent,Triggering,warn
Deliverable,BusinessEvent,Flow,warn
Deliverable,BusinessEvent,Specialization,deny
Deliverable,BusinessEvent,Association,allow
Deliverable,BusinessService,Composition,warn
Deliverable,BusinessService,Aggregation,warn
Deliverable,BusinessService,Assignment,deny
Deliverable,BusinessService,Realization,allow
Deliverable,BusinessService,Serving,deny
Deliverable,BusinessService,Access,deny
Deliverable,BusinessService,Influence,deny
Deliverable,BusinessService,Triggering,warn
Deliverable,BusinessService,Flow,warn
Deliverable,BusinessService,Specialization,deny
Deliverable,BusinessService,Association,allow
Deliverable,BusinessObject,Composition,warn
Deliverable,BusinessObject,Aggregation,warn
Deliverable,BusinessObject,Assignment,deny
Deliverable,BusinessObject,Realization,deny
Deliverable,BusinessObject,Serving,deny
Deliverable,BusinessObject,Access,deny
Deliverable,BusinessObject,Influence,deny
Deliverable,BusinessObject,Triggering,deny
Deliverable,BusinessObject,Flow,deny
Deliverable,BusinessObject,Specialization,deny
Deliverable,BusinessObject,Association,allow
Deliverable,Contract,Composition,warn
Deliverable,Contract,Aggregation,warn
Deliverable,Contract,Assignment,deny
Deliverable,Contract,Realization,deny
Deliverable,Contract,Serving,deny
Deliverable,Contract,Access,deny
Deliverable,Contract,Influence,deny
Deliverable,Contract,Triggering,deny
Deliverable,Contract,Flow,deny
Deliverable,Contract,Specialization,deny
Deliverable,Contract,Association,allow
Deliverable,Representation,Composition,warn
Deliverable,Representation,Aggregation,warn
Deliverable,Representation,Assignment,deny
Deliverable,Representation,Realization,deny
Deliverable,Representation,Serving,deny
Deliverable,Representation,Access,deny
Deliverable,Representation,Influence,deny
Deliverable,Representation,Triggering,deny
Deliverable,Representation,Flow,deny
Deliverable,Representation,Specialization,deny
Deliverable,Representation,Association,allow
Deliverable,Product,Composition,warn
Deliverable,Product,Aggregation,warn
Deliverable,Product,Assignment,deny
Deliverable,Product,Realization,deny
Deliverable,Product,Serving,deny
Deliverable,Product,Access,deny
Deliverable,Product,Influence,deny
Deliverable,Product,Triggering,deny
Deliverable,Product,Flow,deny
Deliverable,Product,Specialization,deny
Deliverable,Product,Association,allow
Deliverable,ApplicationComponent,Composition,warn
Deliverable,ApplicationComponent,Aggregation,warn
Deliverable,ApplicationComponent,Assignment,deny
Deliverable,ApplicationComponent,Realization,allow
Deliverable,ApplicationComponent,Serving,deny
Deliverable,ApplicationComponent,Access,deny
Deliverable,ApplicationComponent,Influence,deny
Deliverable,ApplicationComponent,Triggering,warn
Deliverable,ApplicationComponent,Flow,warn
Deliverable,ApplicationComponent,Specialization,deny
Deliverable,ApplicationComponent,Association,allow
Deliverable,ApplicationCollaboration,Composition,warn
Deliverable,ApplicationCollaboration,Aggregation,warn
Deliverable,ApplicationCollaboration,Assignment,deny
Deliverable,ApplicationCollaboration,Realization,allow
Deliverable,ApplicationCollaboration,Serving,deny
Deliverable,ApplicationCollaboration,Access,deny
Deliverable,ApplicationCollaboration,Influence,deny
Deliverable,ApplicationCollaboration,Triggering,warn
Deliverable,ApplicationCollaboration,Flow,warn
Deliverable,ApplicationCollaboration,Specialization,deny
Deliverable,ApplicationCollaboration,Association,allow
Deliverable,ApplicationInterface,Composition,warn
Deliverable,ApplicationInterface,Aggregation,warn
Deliverable,ApplicationInterface,Assignment,deny
Deliverable,ApplicationInterface,Realization,allow
Deliverable,ApplicationInterface,Serving,deny
Deliverable,ApplicationInterface,Access,deny
Deliverable,ApplicationInterface,Influence,deny
Deliverable,ApplicationInterface,Triggering,warn
Deliverable,ApplicationInterface,Flow,warn
Deliverable,ApplicationInterface,Specialization,deny
Deliverable,ApplicationInterface,Association,allow
Deliverable,ApplicationFunction,Composition,warn
Deliverable,ApplicationFunction,Aggregation,warn
Deliverable,ApplicationFunction,Assignment,deny
Deliverable,ApplicationFunction,Realization,allow
Deliverable,ApplicationFunction,Serving,deny
Deliverable,ApplicationFunction,Access,deny
Deliverable,ApplicationFunction,Influence,deny
Deliverable,ApplicationFunction,Triggering,warn
Deliverable,ApplicationFunction,Flow,warn
Deliverable,ApplicationFunction,Specialization,deny
Deliverable,ApplicationFunction,Association,allow
Deliverable,ApplicationInteraction,Composition,warn
Deliverable,ApplicationInteraction,Aggregation,warn
Deliverable,ApplicationInteraction,Assignment,deny
Deliverable,ApplicationInteraction,Realization,allow
Deliverable,ApplicationInteraction,Serving,deny
Deliverable,ApplicationInteraction,Access,deny
Deliverable,ApplicationInteraction,Influence,deny
Deliverable,ApplicationInteraction,Triggering,warn
Deliverable,ApplicationInteraction,Flow,warn
Deliverable,ApplicationInteraction,Specialization,deny
Deliverable,ApplicationInteraction,Association,allow
Deliverable,ApplicationProcess,Composition,warn
Deliverable,ApplicationProcess,Aggregation,warn
Deliverable,ApplicationProcess,Assignment,deny
Deliverable,ApplicationProcess,Realization,allow
Deliverable,ApplicationProcess,Serving,deny
Deliverable,ApplicationProcess,Access,deny
Deliverable,ApplicationProcess,Influence,deny
Deliverable,ApplicationProcess,Triggering,warn
Deliverable,ApplicationProcess,Flow,warn
Deliverable,ApplicationProcess,Specialization,deny
Deliverable,ApplicationProcess,Association,allow
Deliverable,ApplicationEvent,Composition,warn
Deliverable,ApplicationEvent,Aggregation,warn
Deliverable,ApplicationEvent,Assignment,deny
Deliverable,ApplicationEvent,Realization,deny
Deliverable,ApplicationEvent,Serving,deny
Deliverable,ApplicationEvent,Access,deny
Deliverable,ApplicationEvent,Influence,deny
Deliverable,ApplicationEvent,Triggering,warn
Deliverable,ApplicationEvent,Flow,warn
Deliverable,ApplicationEvent,Specialization,deny
Deliverable,ApplicationEvent,Association,allow
Deliverable,ApplicationService,Composition,warn
Deliverable,ApplicationService,Aggregation,warn
Deliverable,ApplicationService,Assignment,deny
Deliverable,ApplicationService,Realization,allow
Deliverable,ApplicationService,Serving,deny
Deliverable,ApplicationService,Access,deny
Deliverable,ApplicationService,Influence,deny
Deliverable,ApplicationService,Triggering,warn
Deliverable,ApplicationService,Flow,warn
Deliverable,ApplicationService,Specialization,deny
Deliverable,ApplicationService,Association,allow
Deliverable,DataObject,Composition,warn
Deliverable,DataObject,Aggregation,warn
Deliverable,DataObject,Assignment,deny
Deliverable,DataObject,Realization,deny
Deliverable,DataObject,Serving,deny
Deliverable,DataObject,Access,deny
Deliverable,DataObject,Influence,deny
Deliverable,DataObject,Triggering,deny
Deliverable,DataObject,Flow,deny
Deliverable,DataObject,Specialization,deny
Deliverable,DataObject,Association,allow
Deliverable,Node,Composition,warn
Deliverable,Node,Aggregation,warn
Deliverable,Node,Assignment,deny
Deliverable,Node,Realization,allow
Deliverable,Node,Serving,deny
Deliverable,Node,Access,deny
Deliverable,Node,Influence,deny
Deliverable,Node,Triggering,warn
Deliverable,Node,Flow,warn
Deliverable,Node,Specialization,deny
Deliverable,Node,Association,allow
Deliverable,Device,Composition,warn
Deliverable,Device,Aggregation,warn
Deliverable,Device,Assignment,deny
Deliverable,Device,Realization,allow
Deliverable,Device,Serving,deny
Deliverable,Device,Access,deny
Deliverable,Device,Influence,deny
Deliverable,Device,Triggering,warn
Deliverable,Device,Flow,warn
Deliverable,Device,Specialization,deny
Deliverable,Device,Association,allow
Deliverable,SystemSoftware,Composition,warn
Deliverable,SystemSoftware,Aggregation,warn
Deliverable,SystemSoftware,Assignment,deny
Deliverable,SystemSoftware,Realization,allow
Deliverable,SystemSoftware,Serving,deny
Deliverable,SystemSoftware,Access,deny
Deliverable,SystemSoftware,Influence,deny
Deliverable,SystemSoftware,Triggering,warn
Deliverable,SystemSoftware,Flow,warn
Deliverable,SystemSoftware,Specialization,deny
Deliverable,SystemSoftware,Association,allow
Deliverable,TechnologyCollaboration,Composition,warn
Deliverable,TechnologyCollaboration,Aggregation,warn
Deliverable,TechnologyCollaboration,Assignment,deny
Deliverable,TechnologyCollaboration,Realization,allow
Deliverable,TechnologyCollaboration,Serving,deny
Deliverable,TechnologyCollaboration,Access,deny
Deliverable,TechnologyCollaboration,Influence,deny
Deliverable,TechnologyCollaboration,Triggering,warn
Deliverable,TechnologyCollaboration,Flow,warn
Deliverable,TechnologyCollaboration,Specialization,deny
Deliverable,TechnologyCollaboration,Association,allow
Deliverable,TechnologyInterface,Composition,warn
Deliverable,TechnologyInterface,Aggregation,warn
Deliverable,TechnologyInterface,Assignment,deny
Deliverable,TechnologyInterface,Realization,allow
Deliverable,TechnologyInterface,Serving,deny
Deliverable,TechnologyInterface,Access,deny
Deliverable,TechnologyInterface,Influence,deny
Deliverable,TechnologyInterface,Triggering,warn
Deliverable,TechnologyInterface,Flow,warn
Deliverable,TechnologyInterface,Specialization,deny
Deliverable,TechnologyInterface,Association,allow
